Player,Team,Position,Mean,Standard Deviation,FPPM
Reggie Williams,18.0,green,8.11666666667,8.38365473208,0.584921348258
Richard Jefferson,5.0,green,10.9858974359,5.89421297433,0.535060123877
Richaun Holmes,22.0,yellow,20.5561403509,10.7952042518,0.988033936592
Ricky Rubio,17.0,red,31.1466666667,10.8707434457,0.934043016111
Robert Covington,22.0,green,27.9059701493,11.1830212294,0.867775032551
Robin Lopez,4.0,yellow,21.95125,7.43702665763,0.780751889331
Rodney Hood,28.0,blue,20.7525423729,9.96496199505,0.747974889877
Rodney McGruder,15.0,blue,14.524,6.83023564154,0.571161301218
Rodney Stuckey,11.0,red,12.7256410256,8.97996946275,0.653491914702
Ron Baker,19.0,blue,11.9590909091,6.66292477792,0.635757079799
Rondae Hollis-Jefferson,2.0,green,20.408974359,8.94607489781,0.902862845456
Ronnie Price,23.0,red,8.04285714286,4.53095175537,0.653092832533
Roy Hibbert,3.19047619048,yellow,11.3833333333,7.05861574424,0.779039080277
Rudy Gay,25.0,green,33.3833333333,9.31224937949,1.00117892995
Rudy Gobert,28.0,yellow,35.8456790123,9.87990447047,1.05289933112
Russell Westbrook,20.0,red,59.787654321,13.6497287768,1.71575354805
Ryan Anderson,10.0,purple,22.4166666667,9.98930413908,0.759989614085
Ryan Kelly,0.0,purple,6.06363636364,5.32001367052,0.746985318822
Salah Mejri,6.0,yellow,12.3127272727,7.99402681047,0.914624318413
Sam Dekker,10.0,green,14.192,7.53390103896,0.740684733762
Sasha Vujacic,19.0,blue,8.25277777778,7.31864492185,0.743253964583
Sean Kilpatrick,2.0,blue,21.5714285714,10.6765915266,0.840390427223
Semaj Christon,20.0,red,8.5775862069,4.86704071274,0.53509750644
Serge Ibaka,22.746835443,purple,28.0772151899,9.7154542248,0.908282298328
Sergio Rodriguez,22.0,red,18.5058823529,9.07545290762,0.807508627997
Seth Curry,6.0,red,22.0685714286,9.23208869637,0.755491533843
Shabazz Muhammad,17.0,green,14.2692307692,8.37626993965,0.701533264993
Shabazz Napier,24.0,red,9.82857142857,9.20340037145,0.838295112652
Shaun Livingston,9.0,red,11.0716216216,4.87497159164,0.621973475205
Shawn Long,22.0,yellow,17.4117647059,8.41463623344,1.2335041449
Sheldon McClellan,29.0,blue,8.38,6.44030074486,0.689687069686
Shelvin Mack,28.0,red,15.3611111111,8.30158922423,0.673323257787
Skal Labissiere,25.0,purple,18.18,11.0421574604,0.90511058928
Solomon Hill,18.0,green,16.44875,8.2349055431,0.547899404839
Spencer Dinwiddie,2.0,red,17.1603448276,8.56418367296,0.745828484406
Spencer Hawes,7.51020408163,purple,15.0428571429,9.00918202862,0.942405232647
Stanley Johnson,8.0,green,10.968,7.11247780598,0.623733833414
Stephen Curry,9.0,red,43.6658227848,10.1127982644,1.31201021412
Stephen Zimmerman,21.0,yellow,4.36,3.50526135158,0.747959544561
Steve Novak,16.0,purple,1.12857142857,1.30475321513,0.497746521697
Steven Adams,20.0,yellow,24.47,8.27271556291,0.828857930656
T.J. McConnell,22.0,red,22.4012658228,8.34698615455,0.82595308399
T.J. Warren,23.0,green,25.0954545455,11.7769061082,0.769461584184
Taj Gibson,8.71794871795,purple,21.1025641026,7.71170830594,0.822576758754
Tarik Black,13.0,yellow,14.4421875,7.04981829525,0.86021659567
Taurean Waller-Prince,0.0,green,13.1346153846,9.31936387241,0.723900266417
Terrence Jones,17.8888888889,purple,22.0222222222,11.8992918452,0.928731768419
Terrence Ross,25.1538461538,green,18.9769230769,8.38231507135,0.76409998773
Terry Rozier,1.0,red,13.2835616438,7.27375445043,0.746816401112
Thabo Sefolosha,0.0,green,18.6770491803,8.02673435968,0.715054013447
Thaddeus Young,11.0,purple,23.5959459459,8.81899318935,0.776785078433
Thomas Robinson,13.0,purple,13.4046511628,8.19474144653,0.974293004987
Thon Maker,16.0,yellow,8.99019607843,6.66072833561,0.970577964745
Tiago Splitter,22.0,yellow,8.8,4.83617322152,0.938568417455
Tim Frazier,18.0,red,19.2095238095,12.7205664599,0.730158966428
Tim Hardaway,0.0,blue,22.7,10.6427175053,0.830922685103
Tim Quarterman,24.0,blue,5.59,4.77969083147,1.15922122337
Timofey Mozgov,13.0,yellow,14.8944444444,7.43105205144,0.715872845146
Timothe Luwawu-Cabarrot,22.0,green,11.6121212121,9.13334575399,0.62891558411
Tobias Harris,8.0,purple,26.7036585366,9.07881056442,0.850618441037
Tomas Satoransky,29.0,blue,8.258,6.44765706537,0.660476110098
Toney Douglas,14.0,red,13.0739130435,8.91557459482,0.68202719028
Tony Allen,14.0,blue,20.4887323944,7.93359131966,0.759452546134
Tony Parker,26.0,red,18.9777777778,8.13537564699,0.760758818529
Tony Snell,16.0,blue,15.995,7.26696879332,0.548858270916
Treveon Graham,3.0,blue,5.66470588235,5.36434306049,0.783450242431
Trevor Ariza,10.0,green,26.3075,7.99812913251,0.766958571349
Trevor Booker,2.0,purple,23.8408450704,8.55240279462,0.954471296464
Trey Burke,29.0,red,9.03962264151,7.33889374452,0.655723506396
Trey Lyles,28.0,purple,13.2909090909,7.77520174901,0.740976021439
Tristan Thompson,5.0,yellow,23.3223684211,7.91905042597,0.773852342378
Troy Daniels,14.0,blue,12.303030303,9.89354054533,0.615536320173
Troy Williams,13.04,green,14.252,9.04515294712,0.628536643447
Ty Lawson,25.0,red,20.9391304348,9.60623598612,0.822028526178
Tyler Ennis,11.4,red,9.53555555556,8.21673150676,0.760018456197
Tyler Johnson,15.0,red,26.2410958904,9.12274074949,0.870425042827
Tyler Ulis,23.0,red,16.3947368421,14.3502416736,0.79581369002
Tyler Zeller,1.0,yellow,9.47727272727,7.5967821718,0.793483805719
Tyreke Evans,20.45,green,20.235,9.17311840466,1.01783270776
Tyson Chandler,23.0,yellow,24.2085106383,9.09758280814,0.8776253084
Tyus Jones,17.0,red,11.81,8.33128478222,0.769517549758
Udonis Haslem,15.0,yellow,8.55555555556,4.72284636398,0.831177578513
Victor Oladipo,20.0,blue,27.2044776119,9.18085017579,0.805650967276
Vince Carter,14.0,green,17.204109589,7.8399695003,0.696586959305
Wade Baldwin,14.0,red,9.33928571429,7.9439396554,0.666096899494
Wayne Ellington,15.0,blue,16.6758064516,8.40530054239,0.669477001279
Wayne Selden,15.0,blue,9.51666666667,5.38158427188,0.425042428813
Wesley Johnson,12.0,green,8.80322580645,6.11954588859,0.658752483505
Wesley Matthews,6.0,blue,24.3945205479,8.05899929015,0.721285487988
Will Barton,7.0,blue,25.6383333333,11.3569226505,0.879969527504
Willie Cauley-Stein,25.0,yellow,18.0028571429,11.3352850591,0.858793629885
Willie Reed,15.0,yellow,13.1985507246,8.56871005382,0.871116929229
Willy Hernangomez,19.0,yellow,21.2861538462,10.907005732,1.03342004474
Wilson Chandler,7.0,green,27.9366197183,11.6877131997,0.888227836306
Yogi Ferrell,5.13043478261,red,19.9826086957,9.05379052056,0.744063929651
Zach LaVine,17.0,blue,29.0744680851,9.95765967103,0.77996146864
Zach Randolph,14.0,purple,26.5219178082,8.55993974822,1.07060738041
Zaza Pachulia,9.0,yellow,17.4913043478,7.57002096373,0.960366350688
